name,price,OCrate,neighbor,property_type,bed,bath
 Spacious and Sunny Studio Loft in Brooklyn ,$127/night, 38%  ,Blissville ,Serviced apartment,1,1
 NYC Brownstone 20 min to the American Dream Park 1 ,$222/night, 82%  ,Harlem ,Apartment,3,2
 GREAT DEAL IN TIMES SQ./HK ,$185/night, 61%  ,Tudor City ,Apartment,1,1
 Cozy East Village Railroad 1 Bed! ,$121/night, 94%  ,East Village ,Apartment,2,1
 Make Yourself At Home NYC ,$257/night, 62%  ,Lower East Side ,Apartment,2,2
 Spacious Chique Brooklyn Gem ,$152/night, 52%  ,Clinton Hill ,Apartment,2,1
" Hip, Clean and Convenient ",$99/night, 66%  ,Bushwick ,House,1,1
" Cozy Contemporary 1BD, Fort Greene ",$115/night, 49%  ,Clinton Hill ,Apartment,1,1
" Charming, quiet and comfortable 1BR ",$131/night, 54%  ,Bushwick ,Apartment,1,1
 Huge Studio Midtown Manhattan -BEST ,$159/night, 62%  ,Hunters Point ,Apartment,2,1
 Spacious and Sunny Studio Loft in Brooklyn ,$127/night, 38%  ,Blissville ,Serviced apartment,1,1
 NYC Brownstone 20 min to the American Dream Park 1 ,$222/night, 82%  ,Harlem ,Apartment,3,2
 GREAT DEAL IN TIMES SQ./HK ,$185/night, 61%  ,Tudor City ,Apartment,1,1
 Cozy East Village Railroad 1 Bed! ,$121/night, 94%  ,East Village ,Apartment,2,1
 Stay European in Brooklyn ,$108/night, 82%  ,Bushwick ,Apartment,2,1
 Duplex Loft in Fort Greene ,$138/night, 90%  ,Park Slope ,Loft,2,1
" Bright & Beautiful, Private Garden ",$146/night, 54%  ,Carroll Gardens ,Apartment,3,1
 Fabulous Urban Retreat 2bdr ,$166/night, 56%  ,Wingate ,Apartment,2,1
 Park Slope/Prospect Hghts Apartment  2 bedroom ,$121/night, 90%  ,Park Slope ,Apartment,2,1
 Park Block Studio ,$181/night, 52%  ,Park Slope ,Apartment,1,1
 Elegant NYC Pad ,$157/night, 57%  ,Astoria Heights ,Apartment,2,1
" Great location, close to everything ",$238/night, 49%  ,Central Park ,Apartment,2,1
 Fantastic Upper West Side Apartment ,$219/night, 66%  ,Carnegie Hill ,Apartment,2,1
" Clean & bright 1BR in Cobble Hill, GREAT location! ",$159/night, 59%  ,Red Hook ,Apartment,1,1
" Large, sunny, private studio Apt 2R ",$122/night, 83%  ,Blissville ,Apartment,1,1
 Park Slope center Garden Studio   ,$146/night, 30%  ,Windsor Terrace ,Apartment,N/A,1
 Central Park West/ 80s One bedroom! ,$111/night, 59%  ,Carnegie Hill ,Apartment,2,1
 Compact cosy studio with separate kitchen ,$105/night, 9%  ,East Elmhurst ,Apartment,1,1
 Luxury apartment in Bushwick ,$190/night, 94%  ,Bushwick ,Apartment,1,1
 Lower East Side Studio ! ,$111/night, 66%  ,NoHo ,Apartment,2,1
" Great new apt, close to everything ",$249/night, 96%  ,Turtle Bay ,Apartment,2,1
 TIMES SQ - FABULOUS 1BR/ BEST VIEW! ,$165/night, 100%  ,Turtle Bay ,Apartment,2,1
 Cozy Quiet 1 BR Apt Hell's Kitchen ,$243/night, 91%  ,Clinton ,Apartment,1,1
 Lovely apartment on Upper West Side ,$150/night, 100%  ,Carnegie Hill ,Apartment,1,1
 Stylish Large Gramercy Loft! ,$307/night, 93%  ,NoHo ,Loft,1,1
 The Brownstone-Luxury 1 Bd Apt/NYC ,$161/night, 76%  ,Manhattanville ,Apartment,1,1
 Airy apt in classic brownstone 1 minute to J train ,$128/night, 37%  ,Bedford Stuyvesant ,Apartment,2,1
 Lower East Side Minimalist Studio ,$122/night, 78%  ,Lower East Side ,Apartment,1,1
" New, Modern,  Brooklyn Apartment  ",$97/night, 95%  ,Prospect Park South ,Apartment,1,1
 Soho/Nolita - Best Location - Large 1 BDRM. ,$271/night, 50%  ,Stuyvesant Town ,Apartment,4,1
 Escape to our Great Beach Getaway ,$93/night, 100%  ,Arverne ,Apartment,2,1
 Entire 2br+patio Upper West Side ,$325/night, 58%  ,Central Park ,Apartment,3,1.5
" Cozy apartment ,in uptown Manhattan ",$123/night, 25%  ,High Bridge ,Apartment,1,1
 Amazing location!!!!!!!  Upper East Side Manhattan ,$139/night, 82%  ,Carnegie Hill ,Apartment,1,1
 Lovely Condo Carroll Gardens/Gowanus ,$223/night, 97%  ,Park Slope ,Condominium,1,1
 Phenomenal 1br Loft in Brooklyn ,$148/night, 20%  ,Sunnyside ,Serviced apartment,1,1
 3 bedroom Apt at $249 per Night. ,$246/night, 13%  ,Brownsville ,House,N/A,2
 Beautiful Modern Apt in Brooklyn ,$185/night, 45%  ,Park Slope ,Apartment,2,2
 Comfortable 1 Bedroom in Greenpoint ,$121/night, 90%  ,Blissville ,Apartment,2,1
 Tall Ceilings & Sunlight Galore ,$172/night, 45%  ,Clinton Hill ,Apartment,2,2
" Pet friendly, homey 1 BR in Lower East Side, NYC ",$129/night, 24%  ,Lower East Side ,Apartment,2,1
 Tiny Private Artist's Studio in NYC ,$61/night, 80%  ,Woodlawn ,Guest suite,1,1
 Warm&Cozy Studio West Village ,$198/night, 91%  ,NoHo ,Apartment,2,1
 Designer open space in TriBeCa Soho 1000sq ft ,$165/night, 100%  ,NoHo ,Loft,1,1.5
" Large, sunny, private studio Apt 2F ",$103/night, 87%  ,Blissville ,Apartment,1,1
 Manhattan Columbia Sunny and Quiet Private Studio. ,$187/night, 65%  ,Manhattanville ,Apartment,1,1
 1-BdRm Entire Apartment St. George ,$72/night, 77%  ,New Brighton ,House,2,1
 La Bohème/ Authentic NYC Experience ,$129/night, 100%  ,Carnegie Hill ,Apartment,3,1
 European eco-chic in trendy Bklyn 2 ,$105/night, 72%  ,Bushwick ,Apartment,2,1
 Charming 2 BDR Apt RIGHT by train! ,$225/night, 29%  ,Wingate ,Apartment,2,1
 Penthouse Studio East 50s Terrace ,$158/night, 94%  ,Sutton Place ,Apartment,1,1
 Luxurious Designer 2 Bedm Union Square/Gramercy ,$257/night, 78%  ,NoHo ,Apartment,2,1
 Brownstone Duplex Harlem/Columbia U ,$306/night, 100%  ,Harlem ,Apartment,3,1
 NYC Chelsea very spacious 1-bedroom apartment ,$259/night, 93%  ,NoHo ,Apartment,1,1
 Sunny Elegant Parkside Apartment ,$200/night, 100%  ,Blissville ,Condominium,1,1
 The Perfect Brooklyn Heights Apt ,$126/night, 80%  ,Carroll Gardens ,Apartment,N/A,1
 Charming 2 bedroom in Bedstuy ,$120/night, 95%  ,Clinton Hill ,Apartment,2,1
 Private Vintage L Shaped Studio ,$49/night, 95%  ,Flatbush ,Apartment,1,1
" Bright, Clean, Spacious Upper West Zen w/Balcony ",$205/night, 81%  ,Carnegie Hill ,Apartment,2,1
 `AMAZING BROOKLYN HOME ,$79/night, 64%  ,East New York ,Apartment,2,1
 One bedroom Apt. in NYC ,$250/night, 100%  ,Sutton Place ,Apartment,1,1
" Park Slope, Sunny, Private, Quiet, 2 Bedroom ",$211/night, 44%  ,Park Slope ,Apartment,3,1
 BRAND NEW HUGE 1 BED@TIMES SQ!!!!!! ,$73/night, 52%  ,Clinton ,Apartment,2,1
" As seen on Netflix! Bright, 3-bedroom in Red Hook ",$358/night, 48%  ,Cobble Hill ,Apartment,4,3
 Charming Studio Apt w Home Theater ,$151/night, 18%  ,Borough Park ,Apartment,1,1
 Chic Loft Like 2 bed-2bath ,$246/night, 74%  ,Harlem ,Apartment,5,2
 BIG UWS APT-BLOCK FROM CENTRAL PARK ,$184/night, 77%  ,Upper West Side ,Condominium,1,1
 Charming 1BR Bed-Stuy Garden Apt ,$104/night, 86%  ,Bushwick ,Apartment,2,1
 3 BDR Apt-Just Minutes to Manhattan ,$140/night, 35%  ,Bedford Stuyvesant ,Apartment,3,1
 Rockaway Beach New York apartment ,$97/night, 59%  ,Rockaway Beach ,Apartment,2,1
 Charming Stylish E. Village Studio ,$130/night, 72%  ,NoHo ,Apartment,1,1
 Boarding Room-style mini apartment/Harlem Oasis ,$71/night, 54%  ,Manhattanville ,Apartment,1,0.5
 Beautiful 1BR in West Harlem! ,$157/night, 85%  ,Manhattanville ,Apartment,1,1
" Amazing Greenpoint/WBurg, BRKLN 1BR ",$125/night, 90%  ,Blissville ,Condominium,1,1
 Charming Brownstone apartment in Brooklyn ,$76/night, 83%  ,Bushwick ,Apartment,1,1
 COLUMBIA PRESBYTERIAN MED CTR *AURA* Studio Apt ,$105/night, 31%  ,High Bridge ,Apartment,N/A,1
 Big & Bright w Terrace near park! ,$225/night, 100%  ,Park Slope ,Apartment,2,2
 Spacious Studio ,$65/night, 53%  ,Washington Heights ,Apartment,2,1
 Beach Lovers Dream! ,$120/night, 76%  ,Arverne ,Condominium,2,1
 SpaHa Studio Monthly Rental ,$125/night, 24%  ,East Harlem ,Apartment,1,1
 Big Manhattan Apartment 3 bedrooms big Living Room ,$331/night, 73%  ,NoHo ,Apartment,3,1
 Garden House in the East Bronx ,$72/night, 87%  ,Clason Point ,Apartment,3,1
 The gem of the East Village ,$181/night, 50%  ,Gramercy ,Apartment,2,1
 Home On Kissena Park in Flushing NYC ,$360/night, 63%  ,Auburndale ,House,8,3
" Convenient, Central, Comfortable ",$125/night, 61%  ,Harlem ,Apartment,N/A,1
" 5* Chic, Spacious & Quiet Manhattan NYC 1BDR Gem! ",$265/night, 56%  ,Central Park ,Apartment,1,1
 4 bedrooms private house ,$145/night, 92%  ,Fresh Meadows ,House,5,2.5
 West Village Nest - Superhost ,$120/night, N/A%  ,West Village ,Apartment,1,1
 Cozy 1BD Apt in one of the coolest neighborhoods ,$97/night, 85%  ,Hunters Point ,House,2,1
 ACCOMMODATIONS GALORE #2 ,$115/night, 88%  ,East Harlem ,Apartment,4,1
 Queens Quality Convenient Apartment ,$85/night, 44%  ,Elmhurst ,Apartment,2,1
 Gorgeous 1 Bdrm Haven/Shared Ktchn ,$119/night, 92%  ,Bushwick ,Apartment,1,1
 Beautiful 1 BR by Prospect Park ,$100/night, 84%  ,Flatbush ,Apartment,1,1
 Studio Apt East Harlem ,$91/night, 97%  ,Harlem ,Apartment,1,1
 Nice cozy studio apt close to all ,$107/night, 73%  ,East Elmhurst ,Apartment,1,1
 Chateau Gowanus ,$198/night, 71%  ,Park Slope ,Townhouse,4,1.5
 Hell's Kitchen 1 Bedroom ,$206/night, 96%  ,Turtle Bay ,Apartment,1,1
 HUGE East Village 2 Bd w/Priv Yard ,$298/night, 85%  ,NoHo ,Condominium,3,1
 Stylish Pop-Art studio on trendy UWS ,$185/night, 61%  ,Carnegie Hill ,Apartment,1,1
 Full-Service Studio Apt in Brownstone/Townhouse ,$77/night, 90%  ,Harlem ,Apartment,2,1
 Orchard Street Studio ! ,$107/night, 77%  ,NoHo ,Apartment,2,1
 Large Alcove Studio ,$176/night, 76%  ,NoHo ,Apartment,N/A,1
 Wow Historical Brooklyn New York!@! ,$124/night, 20%  ,East Flatbush ,Apartment,6,1
 A Cozy 4 bedrm Apt Queen(5minsLGA) ,$246/night, 35%  ,La Guardia Airport ,House,5,1
 Loft in Williamsburg ,$275/night, 95%  ,Navy Yard ,Apartment,3,1
" Sunny, Quiet, 2 bedroom apartment ",$87/night, 42%  ,Sunset Park ,Apartment,2,1
 Contemporary Modern Studio ,$102/night, 94%  ,Bushwick ,Apartment,1,1
 Cozy 1 Bedroom apartment fitting 4 ,$100/night, 41%  ,Clinton Hill ,Apartment,2,1
 NYC fantastic One Bedroom w/view ,$259/night, 72%  ,Clinton ,Apartment,2,1
 Student+ Family Friendly Near Schools Parks Dining ,$195/night, 100%  ,Upper West Side ,Apartment,4,1.5
 Best Apartment in Queens/Close NYC ,$131/night, 64%  ,Rego Park ,Apartment,1,1
 LES SUNNY STUDIO on Chrystie Street ,$103/night, 60%  ,NoHo ,Apartment,1,1
 Charming studio near Little Italy! ,$103/night, 79%  ,Lower East Side ,Apartment,1,1
" 5 min from midtown, but peaceful. ",$141/night, 90%  ,Blissville ,Apartment,2,1
 Large condo with stunning park views ,$311/night, 74%  ,NoHo ,Condominium,2,1
" Amazing 1bedroom uptown, Manhattan ",$154/night, 15%  ,Hamilton Heights ,Apartment,1,1
 Midtown EAST 1 BDR APT -  BEST area of Manhattan ,$161/night, 57%  ,Hunters Point ,Apartment,1,1
" Amazing 2 Bedroom Bklyn apt, near SUNY Downstate! ",$110/night, 52%  ,East Flatbush ,Apartment,2,1
 Brownstone! Entire Garden Apt w/ Private Entrance! ,$119/night, 30%  ,Bedford Stuyvesant ,Apartment,3,1
 Great East Village Apartment Rental ,$131/night, 91%  ,NoHo ,Apartment,1,1
 BROWNSTONE SUNDRENCHED BEAUTY ,$116/night, 56%  ,Bushwick ,Apartment,2,1
 Quiet Park Slope Apartment ,$116/night, 90%  ,Park Slope ,Apartment,1,1
 Neat Home 20 min to LGA Airport ,$106/night, 70%  ,West Farms ,Townhouse,3,1.5
" 1,000 Square Foot Modern Apt - in MANHATTAN!! ",$116/night, 76%  ,Morris Heights ,Apartment,4,1
" In the heart of Prospect Park, BK! ",$113/night, 82%  ,Prospect Park South ,Apartment,5,1
 Strawberry Fields ,$308/night, 64%  ,Central Park ,Apartment,3,1
 Tailored Studio in Williamsburg BK ,$114/night, 83%  ,Greenpoint ,Apartment,1,1
 The Place 2 B ! ,$140/night, 12%  ,Rockaway Beach ,Guest suite,2,1
 Rockaway Beach Penthouse ,$210/night, 71%  ,Arverne ,Apartment,3,1.5
 Quiet 1 BR Apt on W 87 St ,$175/night, 100%  ,Carnegie Hill ,Apartment,1,1
 A Gorgeous 1BR in a Luxury Building ,$277/night, 92%  ,Sutton Place ,Apartment,2,1
 Sunny/Spacious 2 Bedroom Washington Heights ,$213/night, 99%  ,Washington Heights ,Apartment,3,1
" Beautiful New Beach Block Apartment
(Pet Friendly) ",$85/night, 75%  ,Belle Harbor ,Apartment,2,1
 Smallest House In The Village ,$175/night, 51%  ,NoHo ,House,2,1
 Beautiful Landmarked Duplex ,$289/night, 49%  ,Blissville ,House,2,2
 1BD brownstone apt in Fort Greene! ,$120/night, 100%  ,Clinton Hill ,Apartment,1,1
 ~ Central Park ~ Spacious home with terrace ! ,$354/night, 60%  ,Central Park ,Apartment,2,1
" Cozy, quiet and comfortable 1BR ",$128/night, 65%  ,Bushwick ,Apartment,1,1
 Chelsea/Flatiron Luxury Apt w/ view ,$180/night, 94%  ,Tudor City ,Apartment,2,1
 Unique 1BR near Columbia Medical ,$299/night, 12%  ,Washington Heights ,Apartment,1,1
" Trendy, newly renovated 1 BD Apt. ",$134/night, 76%  ,Manhattanville ,Apartment,3,1
 1 Bdrm Entire Apartment St. George ,$94/night, 81%  ,New Brighton ,House,2,1
 Lefferts Apt in Brownstone @ Park ,$100/night, 44%  ,Flatbush ,Guest suite,1,1
 Safe and near subway& Manhattan NY NY retro style ,$92/night, 92%  ,Woodside ,Guest suite,3,1
 Bklyn Brownstone 2Bedroom Apartment w/Office Space ,$105/night, 58%  ,Bushwick ,Townhouse,3,1
" Huge factory loft, prime location ",$203/night, 69%  ,Greenpoint ,Loft,1,1
 The city cabin ,$75/night, 26%  ,Ridgewood ,Apartment,1,1
 DOMINIQUE'S NY mini efficiency pad** a rare find** ,$102/night, 30%  ,Co-op City ,Apartment,1,1
" Private, Large & Sunny Top Floor Apt  w/W&D ",$135/night, 96%  ,Bedford Stuyvesant ,Townhouse,1,1
 Best Location - HUGE 2 bedroom by Times Square! ,$177/night, 94%  ,Midtown ,Apartment,2,1
 Park Slope -Sunny 3BR duplex ,$276/night, 87%  ,Park Slope ,Apartment,3,1.5
 Convenient to Manhattan ,$86/night, N/A%  ,Clifton ,Apartment,1,1
" Beautiful 4BR/4BA Home, Staten Island, NY City. ",$304/night, 75%  ,Butler Manor ,House,6,4.5
 Charming Private Suite in the South Bronx ,$59/night, 94%  ,Concourse ,Guest suite,2,1
 Spacious 2BR in the heart of Times Sq ,$390/night, 58%  ,Sutton Place ,Serviced apartment,2,1.5
 Dominique's NY LowerLevel 1 bdrm pad*metro* wifi*. ,$119/night, 33%  ,Co-op City ,Guest suite,1,1
 My Little Guest Apartment ,$102/night, 66%  ,Flushing ,House,8,1
 Up Among the Trees 2 ,$130/night, 100%  ,Clinton Hill ,Apartment,1,1
 Unique Space in Red Hook ,$160/night, 24%  ,Governors Island ,Townhouse,1,1
" Private! entire studio, own entrance, private bath ",$77/night, 99%  ,Bushwick ,Apartment,1,1
 Spacious 2BD in lovely Ditmas Park ,$209/night, 13%  ,Midwood ,Apartment,2,1
 3 Bedroom 2.5  Bath Multilevel Home ,$424/night, 35%  ,Hamilton Heights ,Apartment,7,2.5
 The Brownstone 2 / Luxury 1 Bd Apt ,$160/night, 69%  ,Manhattanville ,Condominium,1,1
 Studio Apt With Backyard ,$106/night, 82%  ,Clinton Hill ,Apartment,1,1
 A True Gem. ,$149/night, 45%  ,Flatbush ,Apartment,2,1
 Vintage Inspired 1 BR in brownstone ,$77/night, 100%  ,Clinton Hill ,Apartment,1,1
 Charming 1 bedroom Apt in Brooklyn ,$152/night, 67%  ,Park Slope ,Apartment,1,1
 Charming 1br in of NYC's best Neighborhood! ,$245/night, 99%  ,East Village ,Apartment,1,1
 3 Bedroom Downtown NYC loft ,$600/night, 44%  ,Financial District ,Loft,5,1
 2 Bdrm apt Near Empire State Building ,$147/night, 73%  ,Sutton Place ,Apartment,3,1
 Industrial Flex 2br duplex Loft in Brooklyn ,$164/night, 36%  ,Blissville ,Serviced apartment,2,1
 A beautiful and friendly beach area ,$144/night, 44%  ,Brighton Beach ,Apartment,1,1
" 2 Bedroom fully furnished apt,Clinton Hill BK ",$168/night, 34%  ,Park Slope ,Apartment,3,1
" Sunny & Tall 1 BR, Central Pk,Train ",$190/night, 93%  ,Carnegie Hill ,Apartment,2,1
 Charming UWS Treehouse Apt ,$197/night, 85%  ,Central Park ,Apartment,1,1
 Renovated 2BR apartment MIN 30 DAY ,$100/night, 13%  ,Port Morris ,Apartment,3,1
 The Kook House  - Rockaways BEST Summer House!! ,$617/night, 2%  ,Arverne ,House,5,1.5
 COZY HOUSE 10 MINS FROM LA GUARDIA! ,$140/night, N/A%  ,East Elmhurst ,House,1,1
 ELEGANT MIDTOWN EAST STUDIO E.52 ST ,$113/night, 50%  ,Sutton Place ,Apartment,1,1
 Amazing Studio-Loft w/Outdoor Space ,$178/night, 60%  ,NoHo ,Apartment,1,1
 THE HEART OF ART IN THE HEART OF NY ,$160/night, 97%  ,Turtle Bay ,Apartment,1,1
 Studio-Heart of Harlem**** ,$55/night, 90%  ,Port Morris ,Apartment,2,1
 Royal Oxford ,$122/night, 17%  ,Grymes Hill ,Apartment,3,1
" City view, Long Island City 1 BR ",$172/night, 54%  ,Blissville ,Apartment,2,1
 Chic Luxe 1BR 1.5BA 900sf -Midtown ,$250/night, 82%  ,Hunters Point ,Apartment,2,1.5
" Sunny 1Bdr + 2 Big Sofabed, Clean! ",$199/night, 88%  ,Carnegie Hill ,Apartment,3,1
" Bright, Quiet 2 BR in Awesome Area! ",$166/night, 82%  ,Central Park ,Apartment,2,1
 Secret Garden ,$75/night, 81%  ,Clinton Hill ,House,3,1
 HEART OF NYC! Sunny furn 1 br wifi ,$165/night, 81%  ,NoHo ,Apartment,1,1
 Studio in the LES ,$131/night, 93%  ,NoHo ,Apartment,1,1
 Harlem Treasure ,$184/night, 58%  ,Manhattanville ,Apartment,3,1
 Park Slope Brownstone Duplex (unfurnished) ,$275/night, 100%  ,Park Slope ,Apartment,4,2
" Peaceful with Windows, Brooklyn Apt ",$150/night, 77%  ,Clinton Hill ,Apartment,3,1
 Gorgeous Garden Apartment in Park Slope ,$162/night, 48%  ,Park Slope ,Guest suite,2,1
 Duplex Suite Sleeps 8 ,$208/night, 32%  ,Windsor Terrace ,Apartment,2,2
 COMFORTABLE NYC RETREAT ,$173/night, 80%  ,Carnegie Hill ,Apartment,4,1
 Art Gallery  in Harlem ,$170/night, 27%  ,Washington Heights ,Apartment,1,1
 Private Park Slope Brooklyn Hideaway ,$77/night, 94%  ,Park Slope ,Apartment,1,1
 Modern luxury apartment - easy subway to Manhattan ,$189/night, 76%  ,Astoria Heights ,Apartment,2,1
 CHARMING ONE BEDROOM APT IN LES/CHINATOWN ,$185/night, 53%  ,Lower East Side ,Apartment,2,1
 PRIVATE MODERN ENTIRE APT FOR YOU ,$101/night, 51%  ,Flatbush ,House,1,1
 Charming Home in Brooklyn Townhouse ,$184/night, 72%  ,Bushwick ,Townhouse,3,2
 East Village Loft with Piano & Patio ,$222/night, 66%  ,NoHo ,Loft,1,1
 1 bedroom apt in Williamsburg! ,$100/night, 100%  ,Navy Yard ,Apartment,1,1
" Cosy Apt. in Brooklyn, near subway & bus ",$90/night, 58%  ,Flatbush ,Apartment,1,1
 Beautiful Brooklyn brownstone with lots of light ,$104/night, 98%  ,Clinton Hill ,House,1,1
 Boho Chic Rhapsody in New York City ,$295/night, 81%  ,NoHo ,Apartment,1,1
 City convenience--country calm ,$290/night, 13%  ,Woodhaven ,House,4,2
 Spacious family House in Old Neighborhood ,$293/night, 16%  ,Bay Ridge ,House,3,2
 Sunny & Modern 1 Bedroom with Amazing view of NY ,$368/night, 49%  ,Sutton Place ,Apartment,1,1
 Brooklyn Heights Dream Apt w/ Private Deck & Views ,$211/night, 93%  ,Red Hook ,Condominium,1,1.5
 Charming Manhattan 2 Bedroom ,$140/night, 98%  ,Harlem ,Apartment,2,1
 Amazing Williamsburg entire Loft. Floor 2B ,$199/night, 86%  ,Navy Yard ,Loft,1,1
" Adorable Studio, Best Neighborhood ",$124/night, 78%  ,Lower East Side ,Apartment,2,1
 West Harlem Home Base - Eco-Apt. ,$128/night, 85%  ,Harlem ,Apartment,2,1
 Charming Garden Apt in Park Slope ,$142/night, 71%  ,Park Slope ,Apartment,3,1
 Elegant 2 BRs Washington Heights! ,$161/night, 84%  ,Washington Heights ,Apartment,N/A,1
 Cozy apartment in Nolita/SoHo ,$253/night, 78%  ,NoHo ,Apartment,2,1
 Well Furnished Upper East Side Apartment ,$129/night, 99%  ,Carnegie Hill ,Apartment,1,1
" Lovely, Modern, Garden Apartment ",$191/night, 60%  ,Park Slope ,Apartment,1,1
 Cozy private room by Union Square E ,$80/night, 81%  ,NoHo ,Apartment,1,1
 New big apt in Lower East Side ,$172/night, 98%  ,DUMBO ,Apartment,1,1
 Beautiful 2 Bedroom Apartment!! NYC ,$172/night, 19%  ,Fieldston ,Apartment,2,1
 Central Park 1BR sunny condo ,$110/night, 66%  ,Harlem ,Apartment,1,1.5
" 3 bdrms, equip bth/rm kit, 2nd fl, 3 guest min ",$154/night, 26%  ,Laurelton ,House,3,1
 Secret Garden Big and Comfortable ,$76/night, 84%  ,Clinton Hill ,House,5,1
 Ranch style house with driveway ,$156/night, 69%  ,Dongan Hills ,House,N/A,1
 Spacious & Charming Duplex in Upper East ,$215/night, 96%  ,Carnegie Hill ,Loft,2,1
 Beloved Brooklyn style apartment ,$77/night, 88%  ,Park Slope ,Apartment,2,1
 Sunny 2 Bedroom Brownstone Apt. ,$132/night, 82%  ,Clinton Hill ,Apartment,3,1
 Next to Empire State building ,$226/night, 70%  ,Midtown ,Apartment,1,1
 mhttnfullapt lowprce ,$158/night, 32%  ,Morris Heights ,Apartment,1,1
 JFK Studio Flat with Kitchen and Private bathroom ,$69/night, 66%  ,Ozone Park ,House,2,1
 ONE BR APT - SUNNYSIDE -15 MIN FROM TIMESQ ,$102/night, 61%  ,Woodside ,Apartment,2,1
 SUNNY 2 BEDROOM IN WILLIAMSBURGGGGG ,$119/night, 71%  ,Navy Yard ,Apartment,2,1
 Holidays in NYC - Luxury Apartment in Brooklyn ,$202/night, 77%  ,Park Slope ,Apartment,2,2
 Trendy Harlem Apartment in New York ,$125/night, 94%  ,Harlem ,Apartment,2,1
 Charming 1BD- 10 min to Manhattan & Central Park ,$127/night, 75%  ,Woodside ,Apartment,1,1
" Warm, Comfortable, Inviting Home ",$93/night, 55%  ,Marine Park ,Apartment,1,1
 Lovely and quiet garden studio ,$70/night, 84%  ,Flatbush ,Apartment,2,1
 The Cozy Brownstone Inn (discount)! ,$91/night, 50%  ,Bushwick ,Guest suite,3,1
 Gorgeous NY Studio in Midtown East ,$134/night, 97%  ,Sutton Place ,Apartment,1,1
 Terrific NY Studio in Midtown East ,$134/night, 79%  ,Sutton Place ,Apartment,1,1
 Unique Studio apartment in the heart of Chelsea! ,$189/night, 31%  ,Chelsea ,Apartment,1,1
 Elegant 3 BR in Victorian Home by Brooklyn College ,$150/night, 27%  ,Flatbush ,House,6,1
 Prewar Penthouse w Private Terrace ,$195/night, 90%  ,Carnegie Hill ,Apartment,1,1
 Designer 2.5 BR Loft in Carroll Gardens by Subway ,$317/night, 68%  ,Park Slope ,Apartment,4,1
 Spacious and nice 2BR near Subway ,$94/night, 67%  ,Homecrest ,Apartment,3,1
" Clean Safe Apartment  Kitchen, Wifi  Parking +more ",$139/night, 22%  ,Brighton Beach ,Apartment,7,1
 Unique spacious loft on the Bowery ,$623/night, 56%  ,Chinatown ,Loft,3,1
 Bright cozy apartment ,$83/night, 34%  ,Midwood ,Apartment,1,1
 Wanderlust. A perfect private space to unwind. ,$121/night, 82%  ,Maspeth ,Apartment,3,1
 Spacious Contemporary Living ,$148/night, 39%  ,Bedford Stuyvesant ,Apartment,3,1
 Loft-like Apt on the Park / 18 min to Manhattan ,$150/night, N/A%  ,Kensington ,Apartment,1,1
